gene_name,refseq_id,miR,SNP,diseases,distance,experimentally_confirmed
ESR1,NM_001122740,hsa-miR-152,rs1062577,"Breast cancer",31,
ESR1,NM_001122740,hsa-miR-301,rs1062577,"Breast cancer",31,
ESR1,NM_001122740,hsa-miR-130b,rs1062577,"Breast cancer",31,
ESR1,NM_001122740,hsa-miR-130a,rs1062577,"Breast cancer",31,
ESR1,NM_001122740,hsa-miR-152,rs1062577,"Breast cancer",31,
ESR1,NM_001122740,hsa-miR-148b,rs1062577,"Breast cancer",31,
ESR1,NM_001122740,hsa-miR-148a,rs1062577,"Breast cancer",31,
ESR1,NM_001122740,hsa-miR-301,rs1062577,"Breast cancer",31,
ESR1,NM_001122740,hsa-miR-130b,rs1062577,"Breast cancer",31,
ESR1,NM_001122740,hsa-miR-152,rs1062577,"Breast cancer",31,
ESR1,NM_001122740,hsa-miR-130a,rs1062577,"Breast cancer",31,
ESR1,NM_001122740,hsa-miR-148a,rs1062577,"Breast cancer",31,
ESR1,NM_001122740,hsa-miR-148b,rs1062577,"Breast cancer",31,
ESR1,NM_001122740,hsa-miR-130a,rs1062577,"Breast cancer",32,
ESR1,NM_001122740,hsa-miR-301a,rs1062577,"Breast cancer",32,
ESR1,NM_001122740,hsa-miR-454,rs1062577,"Breast cancer",32,
ESR1,NM_001122740,hsa-miR-301b,rs1062577,"Breast cancer",32,
ESR1,NM_001122740,hsa-miR-130b,rs1062577,"Breast cancer",32,
SLC4A7,NM_003615,hsa-miR-7,rs4973768,"Breast cancer",-33,
ESR1,NM_001122740,hsa-miR-19a,rs1062577,"Breast cancer",33,Yes
ESR1,NM_001122740,hsa-miR-19b,rs1062577,"Breast cancer",33,Yes
ESR1,NM_001122740,hsa-miR-19a,rs1062577,"Breast cancer",33,Yes
ESR1,NM_001122740,hsa-miR-19b,rs1062577,"Breast cancer",33,Yes
ESR1,NM_001122740,hsa-miR-19a,rs1062577,"Breast cancer",33,Yes
ESR1,NM_001122740,hsa-miR-19b,rs1062577,"Breast cancer",33,Yes
VEGFA,NM_001025369,hsa-miR-15a,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",-39,Yes
VEGFA,NM_001025369,hsa-miR-424,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",-39,
VEGFA,NM_001025369,hsa-miR-497,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",-39,
VEGFA,NM_001025369,hsa-miR-15b,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",-39,Yes
VEGFA,NM_001025369,hsa-miR-16,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",-39,
VEGFA,NM_001025369,hsa-miR-195,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",-39,Yes
VEGFA,NM_001025369,hsa-miR-503,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",-40,
ESR1,NM_001122740,hsa-miR-103,rs1062577,"Breast cancer",-43,
ESR1,NM_001122740,hsa-miR-107,rs1062577,"Breast cancer",-43,
ESR1,NM_001122740,hsa-miR-373,rs1062577,"Breast cancer",43,
RELL1,NM_001085400,hsa-miR-653,rs12142,"Breast cancer",46,
ESR1,NM_001122740,hsa-miR-590-3p,rs2747648,"Breast cancer",-46,
BRCA1,NR_027676,hsa-miR-205,rs1800751,"Breast cancer",53,
VEGFA,NM_001025369,hsa-miR-106a,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",54,Yes
VEGFA,NM_001025369,hsa-miR-106b,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",54,Yes
VEGFA,NM_001025369,hsa-miR-20b,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",54,Yes
VEGFA,NM_001025369,hsa-miR-93,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",54,Yes
VEGFA,NM_001025369,hsa-miR-20a,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",54,Yes
VEGFA,NM_001025369,hsa-miR-519d,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",54,
VEGFA,NM_001025369,hsa-miR-17,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",54,Yes
ESR1,NM_001122740,hsa-miR-874,rs2747648,"Breast cancer",-55,
VEGFA,NM_001025369,hsa-miR-373,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",55,Yes
VEGFA,NM_001025369,hsa-miR-372,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",55,Yes
VEGFA,NM_001025369,hsa-miR-520b,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",55,
VEGFA,NM_001025369,hsa-miR-520d-3p,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",55,
VEGFA,NM_001025369,hsa-miR-520c-3p,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",55,
VEGFA,NM_001025369,hsa-miR-302b,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",55,
VEGFA,NM_001025369,hsa-miR-302e,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",55,
VEGFA,NM_001025369,hsa-miR-302a,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",55,
VEGFA,NM_001025369,hsa-miR-302d,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",55,Yes
VEGFA,NM_001025369,hsa-miR-520e,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",55,
VEGFA,NM_001025369,hsa-miR-520a-3p,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",55,
VEGFA,NM_001025369,hsa-miR-302c,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",55,
BRCA1,NR_027676,hsa-miR-197,rs1800751,"Breast cancer",56,
ESR1,NM_001122740,hsa-miR-190b,rs2747648,"Breast cancer",57,
ESR1,NM_001122740,hsa-miR-190,rs2747648,"Breast cancer",57,
ESR1,NM_001122740,hsa-miR-22,rs2747648,"Breast cancer",-58,Yes
ESR1,NM_001122740,hsa-miR-22,rs2747648,"Breast cancer",-58,Yes
ESR1,NM_001122740,hsa-miR-22,rs2747648,"Breast cancer",-58,Yes
BRCA1,NR_027676,hsa-miR-197,rs1800751,"Breast cancer",-60,
ESR1,NM_001122740,hsa-miR-203,rs2747648,"Breast cancer",62,
IGFBP3,NM_001013398,hsa-miR-381,rs6670,"Renal cancer, Breast cancer",67,
RELL1,NM_001085400,hsa-miR-96,rs12142,"Breast cancer",70,
RELL1,NM_001085400,hsa-miR-1271,rs12142,"Breast cancer",70,
RELL1,NM_001085400,hsa-miR-182,rs12142,"Breast cancer",70,
ADIPOR1,NM_015999,hsa-miR-320d,rs7539542,"Breast cancer, Insulin resistance syndrome",74,
ADIPOR1,NM_015999,hsa-miR-320b,rs7539542,"Breast cancer, Insulin resistance syndrome",74,
ADIPOR1,NM_015999,hsa-miR-320c,rs7539542,"Breast cancer, Insulin resistance syndrome",74,
ADIPOR1,NM_015999,hsa-miR-320a,rs7539542,"Breast cancer, Insulin resistance syndrome",74,
ADIPOR1,NM_015999,hsa-miR-9*,rs7539542,"Breast cancer, Insulin resistance syndrome",74,
ADIPOR1,NM_015999,hsa-miR-9*,rs7539542,"Breast cancer, Insulin resistance syndrome",74,
VEGFA,NM_001025369,hsa-miR-205,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",80,Yes
CMTM6,NM_017801,hsa-miR-539,rs4796,"Breast cancer",82,
CMTM6,NM_017801,hsa-miR-150,rs4796,"Breast cancer",-95,
CCND1,NM_053056,hsa-miR-340,rs678653,"Breast cancer",95,
CCND1,NM_053056,hsa-miR-93,rs678653,"Breast cancer",98,
CCND1,NM_053056,hsa-miR-20a,rs678653,"Breast cancer",98,Yes
CCND1,NM_053056,hsa-miR-106b,rs678653,"Breast cancer",98,
CCND1,NM_053056,hsa-miR-106a,rs678653,"Breast cancer",98,
CCND1,NM_053056,hsa-miR-20b,rs678653,"Breast cancer",98,
CCND1,NM_053056,hsa-miR-519d,rs678653,"Breast cancer",98,
CCND1,NM_053056,hsa-miR-17,rs678653,"Breast cancer",98,Yes
CCND1,NM_053056,hsa-miR-106b,rs678653,"Breast cancer",98,
CCND1,NM_053056,hsa-miR-20,rs678653,"Breast cancer",98,
CCND1,NM_053056,hsa-miR-106b,rs678653,"Breast cancer",98,
CCND1,NM_053056,hsa-miR-20,rs678653,"Breast cancer",98,
ESR1,NM_001122740,hsa-miR-211,rs9341070,"Breast cancer, Type 2 diabetes",-99,
ESR1,NM_001122740,hsa-miR-204,rs9341070,"Breast cancer, Type 2 diabetes",-99,
ESR1,NM_001122740,hsa-miR-204,rs9341070,"Breast cancer, Type 2 diabetes",-99,
ESR1,NM_001122740,hsa-miR-211,rs9341070,"Breast cancer, Type 2 diabetes",-99,
ESR1,NM_001122740,hsa-miR-188,rs9341070,"Breast cancer, Type 2 diabetes",-100,
RELL1,NM_001085400,hsa-miR-26b,rs12142,"Breast cancer",106,
RELL1,NM_001085400,hsa-miR-26a,rs12142,"Breast cancer",106,
RELL1,NM_001085400,hsa-miR-1297,rs12142,"Breast cancer",106,
VEGFA,NM_001025369,hsa-miR-299-3p,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",-106,
ESR1,NM_001122740,hsa-miR-302b*,rs1062577,"Breast cancer",108,
IGFBP3,NM_001013398,hsa-miR-340,rs6670,"Renal cancer, Breast cancer",113,
ADIPOR1,NM_015999,hsa-miR-590-3p,rs7539542,"Breast cancer, Insulin resistance syndrome",114,
ESR1,NM_001122740,hsa-miR-384,rs3798577,"Breast cancer, Anorexia nervosa",-117,
IGF1,NM_001111283,hsa-miR-758,rs6220,"Breast cancer",-119,
ATF1,NM_005171,hsa-miR-192,rs11169571,"Breast cancer",120,
ATF1,NM_005171,hsa-miR-215,rs11169571,"Breast cancer",120,
CYP19A1,NM_000103,hsa-miR-539,rs4646,"Breast cancer, Essential hypertension",124,
CMTM6,NM_017801,hsa-miR-494,rs4796,"Breast cancer",125,
SLC4A7,NM_003615,hsa-miR-124,rs4973768,"Breast cancer",-127,
SLC4A7,NM_003615,hsa-miR-506,rs4973768,"Breast cancer",-127,
APC,NM_000038,hsa-miR-155,rs41116,"Breast cancer",127,Yes
APC,NM_000038,hsa-miR-153,rs41116,"Breast cancer",131,
APC,NM_000038,hsa-miR-153,rs41116,"Breast cancer",131,
APC,NM_000038,hsa-miR-153,rs41116,"Breast cancer",131,
TGFBR1,NM_001130916,hsa-miR-204,rs334348,"Breast cancer, Colorectal cancer",-142,Yes
TGFBR1,NM_001130916,hsa-miR-211,rs334348,"Breast cancer, Colorectal cancer",-142,
ESR1,NM_001122740,hsa-miR-215,rs1062577,"Breast cancer",-160,
PTGS2,NM_000963,hsa-miR-1297,rs5275,"Bladder cancer, Pancreatitis, Prostate cancer, Colorectal cancer, Breast cancer, Stroke, Parkinson's disease, Coronary syndrome",163,
PTGS2,NM_000963,hsa-miR-26b,rs5275,"Bladder cancer, Pancreatitis, Prostate cancer, Colorectal cancer, Breast cancer, Stroke, Parkinson's disease, Coronary syndrome",163,Yes
PTGS2,NM_000963,hsa-miR-26a,rs5275,"Bladder cancer, Pancreatitis, Prostate cancer, Colorectal cancer, Breast cancer, Stroke, Parkinson's disease, Coronary syndrome",163,
PTGS2,NM_000963,hsa-miR-26b,rs5275,"Bladder cancer, Pancreatitis, Prostate cancer, Colorectal cancer, Breast cancer, Stroke, Parkinson's disease, Coronary syndrome",163,Yes
PTGS2,NM_000963,hsa-miR-26a,rs5275,"Bladder cancer, Pancreatitis, Prostate cancer, Colorectal cancer, Breast cancer, Stroke, Parkinson's disease, Coronary syndrome",163,
RELL1,NM_001085400,hsa-miR-496,rs12142,"Breast cancer",169,
BMPR1B,NM_001203,hsa-miR-182,rs1434536,"Breast cancer",-176,
BMPR1B,NM_001203,hsa-miR-1271,rs1434536,"Breast cancer",-177,
BMPR1B,NM_001203,hsa-miR-96,rs1434536,"Breast cancer",-177,
ESR1,NM_001122740,hsa-miR-26a,rs1062577,"Breast cancer",-178,
ESR1,NM_001122740,hsa-miR-1297,rs1062577,"Breast cancer",-178,
ESR1,NM_001122740,hsa-miR-26b,rs1062577,"Breast cancer",-178,
ESR1,NM_001122740,hsa-miR-26b,rs1062577,"Breast cancer",-178,
ESR1,NM_001122740,hsa-miR-26a,rs1062577,"Breast cancer",-178,
ESR1,NM_001122740,hsa-miR-129-5p,rs2747648,"Breast cancer",-179,
VEGFA,NM_001025369,hsa-miR-186,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",-188,
RELL1,NM_001085400,hsa-miR-137,rs12142,"Breast cancer",190,
BRCA1,NR_027676,hsa-miR-140,rs1800751,"Breast cancer",196,
TLK2,NM_001112707,hsa-miR-181c,rs2245092,"Breast cancer",199,
TLK2,NM_001112707,hsa-miR-181d,rs2245092,"Breast cancer",199,
TLK2,NM_001112707,hsa-miR-181a,rs2245092,"Breast cancer",199,
TLK2,NM_001112707,hsa-miR-181b,rs2245092,"Breast cancer",199,
ESR1,NM_001122740,hsa-miR-145,rs1062577,"Breast cancer",200,
ESR1,NM_001122740,hsa-miR-193,rs1062577,"Breast cancer",-202,
BRCA1,NR_027676,hsa-miR-30a-3p,rs4986850,"Breast cancer",-202,
RELL1,NM_001085400,hsa-miR-20a,rs12142,"Breast cancer",206,
RELL1,NM_001085400,hsa-miR-20b,rs12142,"Breast cancer",206,
RELL1,NM_001085400,hsa-miR-17,rs12142,"Breast cancer",206,
RELL1,NM_001085400,hsa-miR-93,rs12142,"Breast cancer",206,
RELL1,NM_001085400,hsa-miR-106b,rs12142,"Breast cancer",206,
RELL1,NM_001085400,hsa-miR-519d,rs12142,"Breast cancer",206,
RELL1,NM_001085400,hsa-miR-106a,rs12142,"Breast cancer",206,
RELL1,NM_001085400,hsa-miR-302b,rs12142,"Breast cancer",207,
RELL1,NM_001085400,hsa-miR-302d,rs12142,"Breast cancer",207,
RELL1,NM_001085400,hsa-miR-302c,rs12142,"Breast cancer",207,
RELL1,NM_001085400,hsa-miR-520d-3p,rs12142,"Breast cancer",207,
RELL1,NM_001085400,hsa-miR-302a,rs12142,"Breast cancer",207,
RELL1,NM_001085400,hsa-miR-520c-3p,rs12142,"Breast cancer",207,
RELL1,NM_001085400,hsa-miR-373,rs12142,"Breast cancer",207,
RELL1,NM_001085400,hsa-miR-520b,rs12142,"Breast cancer",207,
RELL1,NM_001085400,hsa-miR-372,rs12142,"Breast cancer",207,
RELL1,NM_001085400,hsa-miR-302e,rs12142,"Breast cancer",207,
RELL1,NM_001085400,hsa-miR-520e,rs12142,"Breast cancer",207,
RELL1,NM_001085400,hsa-miR-520a-3p,rs12142,"Breast cancer",207,
CYP1B1,NM_000104,hsa-miR-200b,rs9341266,"Breast cancer, Lung cancer",-209,
CYP1B1,NM_000104,hsa-miR-429,rs9341266,"Breast cancer, Lung cancer",-209,
CYP1B1,NM_000104,hsa-miR-200c,rs9341266,"Breast cancer, Lung cancer",-209,
ESR1,NM_001122740,hsa-miR-138,rs2747648,"Breast cancer",-212,
VEGFA,NM_001025369,hsa-miR-543,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",-213,
CCND1,NM_053056,hsa-miR-338,rs678653,"Breast cancer",-220,
CCND1,NM_053056,hsa-miR-338,rs678653,"Breast cancer",-220,
TLK2,NM_001112707,hsa-miR-217,rs2245092,"Breast cancer",221,
TLK2,NM_001112707,hsa-miR-217,rs2245092,"Breast cancer",221,
IGF1,NM_001111283,hsa-miR-129-5p,rs6220,"Breast cancer",-225,
ESR1,NM_001122740,hsa-miR-181a,rs2747648,"Breast cancer",229,Yes
ESR1,NM_001122740,hsa-miR-181d,rs2747648,"Breast cancer",229,
ESR1,NM_001122740,hsa-miR-181c,rs2747648,"Breast cancer",229,
ESR1,NM_001122740,hsa-miR-181b,rs2747648,"Breast cancer",229,Yes
ESR1,NM_001122740,hsa-miR-181c,rs2747648,"Breast cancer",230,
ESR1,NM_001122740,hsa-miR-181a,rs2747648,"Breast cancer",230,Yes
ESR1,NM_001122740,hsa-miR-181b,rs2747648,"Breast cancer",230,Yes
ESR1,NM_001122740,hsa-miR-181c,rs2747648,"Breast cancer",230,
ESR1,NM_001122740,hsa-miR-181b,rs2747648,"Breast cancer",230,Yes
ESR1,NM_001122740,hsa-miR-181a,rs2747648,"Breast cancer",230,Yes
VEGFA,NM_001025369,hsa-miR-199b-5p,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",-230,
VEGFA,NM_001025369,hsa-miR-199a-5p,rs3025039,"Behçet's disease, Myeloid leukemia, Kawasaki disease, Psoriatic arthritis, Late age-related macular degeneration, Non-small cell lung cancer, Breast cancer",-230,
APC,NM_000038,hsa-miR-30a-3p,rs41116,"Breast cancer",233,
RELL1,NM_001085400,hsa-miR-9,rs12142,"Breast cancer",-235,
SLC4A7,NM_003615,hsa-miR-106a,rs4973768,"Breast cancer",-237,
SLC4A7,NM_003615,hsa-miR-93,rs4973768,"Breast cancer",-237,
SLC4A7,NM_003615,hsa-miR-519d,rs4973768,"Breast cancer",-237,
SLC4A7,NM_003615,hsa-miR-20b,rs4973768,"Breast cancer",-237,
SLC4A7,NM_003615,hsa-miR-17,rs4973768,"Breast cancer",-237,
SLC4A7,NM_003615,hsa-miR-106b,rs4973768,"Breast cancer",-237,
SLC4A7,NM_003615,hsa-miR-20a,rs4973768,"Breast cancer",-237,
RELL1,NM_001085400,hsa-miR-320c,rs12142,"Breast cancer",241,
RELL1,NM_001085400,hsa-miR-320a,rs12142,"Breast cancer",241,
RELL1,NM_001085400,hsa-miR-320b,rs12142,"Breast cancer",241,
RELL1,NM_001085400,hsa-miR-320d,rs12142,"Breast cancer",241,
BRCA1,NR_027676,hsa-miR-143,rs799917,"Cervical cancer, Breast cancer, Glioblastoma",-252,
IGFBP3,NM_001013398,hsa-miR-340,rs6670,"Renal cancer, Breast cancer",-266,
APC,NM_000038,hsa-miR-203,rs41116,"Breast cancer",269,
APC,NM_000038,hsa-miR-203,rs41116,"Breast cancer",269,
APC,NM_000038,hsa-miR-203,rs41116,"Breast cancer",269,
ESR1,NM_001122740,hsa-miR-302a,rs9341070,"Breast cancer, Type 2 diabetes",-283,
ESR1,NM_001122740,hsa-miR-302b,rs9341070,"Breast cancer, Type 2 diabetes",-283,
ESR1,NM_001122740,hsa-miR-373,rs9341070,"Breast cancer, Type 2 diabetes",-283,
ESR1,NM_001122740,hsa-miR-302d,rs9341070,"Breast cancer, Type 2 diabetes",-283,
ESR1,NM_001122740,hsa-miR-302c,rs9341070,"Breast cancer, Type 2 diabetes",-283,Yes
ESR1,NM_001122740,hsa-miR-372,rs9341070,"Breast cancer, Type 2 diabetes",-284,
ESR1,NM_001122740,hsa-miR-93,rs9341070,"Breast cancer, Type 2 diabetes",-284,
ESR1,NM_001122740,hsa-miR-410,rs2747648,"Breast cancer",285,
DCN,NM_133507,hsa-miR-181d,rs7441,"Breast cancer, Pathological myopia",-285,
DCN,NM_133507,hsa-miR-181c,rs7441,"Breast cancer, Pathological myopia",-285,
DCN,NM_133507,hsa-miR-181a,rs7441,"Breast cancer, Pathological myopia",-285,
DCN,NM_133507,hsa-miR-181b,rs7441,"Breast cancer, Pathological myopia",-285,
IRS2,NM_003749,hsa-miR-202,rs2289046,"Breast cancer",285,
IRS2,NM_003749,hsa-miR-98,rs2289046,"Breast cancer",285,
IRS2,NM_003749,hsa-let-7b,rs2289046,"Breast cancer",285,
IRS2,NM_003749,hsa-let-7a,rs2289046,"Breast cancer",285,
IRS2,NM_003749,hsa-let-7d,rs2289046,"Breast cancer",285,
IRS2,NM_003749,hsa-let-7g,rs2289046,"Breast cancer",285,
IRS2,NM_003749,hsa-let-7e,rs2289046,"Breast cancer",285,
IRS2,NM_003749,hsa-let-7c,rs2289046,"Breast cancer",285,
IRS2,NM_003749,hsa-let-7i,rs2289046,"Breast cancer",285,
IRS2,NM_003749,hsa-let-7f,rs2289046,"Breast cancer",285,
IRS2,NM_003749,hsa-let-7f,rs2289046,"Breast cancer",285,
IRS2,NM_003749,hsa-let-7c,rs2289046,"Breast cancer",285,
IRS2,NM_003749,hsa-let-7i,rs2289046,"Breast cancer",285,
IRS2,NM_003749,hsa-let-7e,rs2289046,"Breast cancer",285,
IRS2,NM_003749,hsa-let-7b,rs2289046,"Breast cancer",285,
IRS2,NM_003749,hsa-let-7a,rs2289046,"Breast cancer",285,
IRS2,NM_003749,hsa-let-7g,rs2289046,"Breast cancer",285,
IRS2,NM_003749,hsa-miR-98,rs2289046,"Breast cancer",285,
IRS2,NM_003749,hsa-let-7f,rs2289046,"Breast cancer",285,
IRS2,NM_003749,hsa-let-7e,rs2289046,"Breast cancer",285,
IRS2,NM_003749,hsa-let-7b,rs2289046,"Breast cancer",285,
IRS2,NM_003749,hsa-let-7c,rs2289046,"Breast cancer",285,
IRS2,NM_003749,hsa-let-7i,rs2289046,"Breast cancer",285,
IRS2,NM_003749,hsa-let-7a,rs2289046,"Breast cancer",285,
IRS2,NM_003749,hsa-let-7g,rs2289046,"Breast cancer",285,
IRS2,NM_003749,hsa-miR-98,rs2289046,"Breast cancer",285,
IRS2,NM_003749,hsa-let-7d,rs2289046,"Breast cancer",286,
IRS2,NM_003749,hsa-let-7d,rs2289046,"Breast cancer",286,
ESR1,NM_001122740,hsa-miR-18a,rs2747648,"Breast cancer",289,Yes
ESR1,NM_001122740,hsa-miR-18b,rs2747648,"Breast cancer",289,Yes
ESR1,NM_001122740,hsa-miR-18,rs2747648,"Breast cancer",289,
ESR1,NM_001122740,hsa-miR-18,rs2747648,"Breast cancer",289,
TPD52,NM_005079,hsa-miR-320d,rs1042638,"Breast cancer",291,
TPD52,NM_005079,hsa-miR-320c,rs1042638,"Breast cancer",291,
TPD52,NM_005079,hsa-miR-320a,rs1042638,"Breast cancer",291,
TPD52,NM_005079,hsa-miR-320b,rs1042638,"Breast cancer",291,
